,location,total_sqft,bath,price,bhk
5263,Nagarbhavi,1515.0,2.0,79.0,3
5264,Nagarbhavi,1145.0,2.0,40.0,2
5265,Nagarbhavi,300.0,1.0,20.0,1
5266,Nagarbhavi,1250.0,3.0,175.0,4
5267,Nagarbhavi,710.0,2.0,40.0,1
5268,Nagarbhavi,1850.0,3.0,88.0,3
5269,Nagarbhavi,1212.0,2.0,50.0,2
5270,Nagarbhavi,1020.0,2.0,55.0,2
5271,Nagarbhavi,1850.0,3.0,90.0,3
5272,Nagarbhavi,1120.0,2.0,53.0,2
5273,Nagarbhavi,1850.0,2.0,88.0,3
5274,Nagarbhavi,1146.0,2.0,50.0,2
5275,Nagarbhavi,1850.0,2.0,89.0,3
5276,Nagarbhavi,1190.0,2.0,63.0,2
5277,Nagarbhavi,1523.0,2.0,56.0,3
5278,Nagarbhavi,1050.0,2.0,80.0,2
5279,Nagarbhavi,2500.0,3.0,180.0,5
5280,Nagarbhavi,1350.0,3.0,60.0,3
5281,Nagarbhavi,1250.0,3.0,170.0,2
5282,Nagarbhavi,1635.0,3.0,85.0,3
5283,Nagarbhavi,1400.0,2.0,135.0,3
5284,Nagarbhavi,2200.0,2.0,99.0,3
5285,Nagarbhavi,1100.0,2.0,46.2,2
5286,Nagarbhavi,1080.0,2.0,49.0,2
5287,Nagarbhavi,1800.0,3.0,180.0,4
5288,Nagarbhavi,1225.0,2.0,58.0,2
5289,Nagasandra,980.0,2.0,48.0,2
5290,Nagasandra,2400.0,4.0,145.0,4
5291,Nagasandra,7000.0,8.0,450.0,4
5292,Nagasandra,1650.0,3.0,95.0,3
5293,Nagasandra,1500.0,2.0,91.0,2
5294,Nagavara,400.0,1.0,14.0,1
5295,Nagavara,2172.65,3.0,120.0,4
5296,Nagavara,1545.0,2.0,58.0,3
5297,Nagavara,2319.0,3.0,180.0,3
5298,Nagavara,2430.0,4.0,180.0,3
5299,Nagavara,936.0,2.0,40.2,2
5300,Nagavara,1125.0,2.0,44.5,2
5301,Nagavara,1315.0,2.0,70.0,2
5302,Nagavara,1077.0,2.0,50.0,2
5303,Nagavara,2496.0,4.0,125.0,4
5304,Nagavara,1110.0,2.0,44.95,2
5305,Nagavara,1247.0,2.0,58.56,2
5306,Nagavarapalya,1392.0,2.0,99.0,2
5307,Nagavarapalya,705.0,1.0,52.5,1
5308,Nagavarapalya,1300.0,3.0,80.0,3
5309,Nagavarapalya,705.0,1.0,57.0,1
5310,Nagavarapalya,705.0,1.0,55.0,1
5311,Nagavarapalya,705.0,1.0,57.0,1
5312,Nagavarapalya,1335.0,2.0,110.0,2
5313,Nagavarapalya,1260.0,2.0,85.5,2
5314,Narayanapura,1308.0,2.0,89.04,2
5315,Narayanapura,1566.0,3.0,83.3,3
5316,Narayanapura,1485.0,3.0,85.0,3
5317,Narayanapura,1302.0,2.0,69.1,2
5318,Narayanapura,1308.0,2.0,89.04,2
5319,Narayanapura,2357.0,3.0,135.0,3
5320,Narayanapura,2357.0,3.0,135.0,3
5321,Narayanapura,1469.0,2.0,99.14,2
5322,Neeladri Nagar,1053.0,2.0,45.0,2
5323,Neeladri Nagar,1363.0,2.0,68.0,2
5324,Neeladri Nagar,2556.0,3.0,133.0,3
5325,Neeladri Nagar,674.0,1.0,21.0,1
5326,Neeladri Nagar,527.0,1.0,26.0,1
5327,Neeladri Nagar,1167.0,2.0,38.0,3
5328,Neeladri Nagar,1060.0,2.0,35.0,2
5329,Neeladri Nagar,640.0,1.0,20.5,1
5330,Neeladri Nagar,4000.0,12.0,160.0,10
5331,Neeladri Nagar,1105.0,2.0,30.0,2
5332,Neeladri Nagar,1100.0,2.0,30.0,2
5333,Neeladri Nagar,2111.0,3.0,103.0,3
5334,Nehru Nagar,1775.0,3.0,110.0,3
5335,Nehru Nagar,2363.0,5.0,120.0,4
5336,Nehru Nagar,2342.0,3.0,115.0,4
5337,Nehru Nagar,967.0,2.0,41.1,2
5338,Nehru Nagar,1374.0,3.0,72.0,3
5339,Nehru Nagar,1674.0,3.0,90.0,3
5340,Nehru Nagar,1269.0,2.0,63.0,3
5341,Nehru Nagar,1100.0,2.0,50.0,2
5342,Nehru Nagar,1674.0,3.0,81.0,3
5343,OMBR Layout,2420.0,3.0,185.0,3
5344,OMBR Layout,1078.0,2.0,65.0,2
5345,OMBR Layout,1101.0,2.0,65.5,2
5346,OMBR Layout,1041.0,2.0,65.5,2
5347,OMBR Layout,1300.0,2.0,80.0,2
5348,OMBR Layout,1085.0,2.0,64.0,2
5349,OMBR Layout,1855.0,3.0,145.0,3
5350,OMBR Layout,1050.0,2.0,48.0,2
5351,OMBR Layout,1730.0,3.0,93.0,3
5352,OMBR Layout,1165.0,2.0,88.5,2
5353,OMBR Layout,1101.0,2.0,66.0,2
5354,OMBR Layout,3400.0,4.0,275.0,4
5355,OMBR Layout,1580.0,3.0,75.0,3
5356,Old Airport Road,2732.0,4.0,204.0,4
5357,Old Airport Road,1875.0,2.0,110.0,3
5358,Old Airport Road,3356.0,4.0,251.0,4
5359,Old Airport Road,1206.0,2.0,75.0,2
5360,Old Airport Road,2774.0,4.0,207.0,4
5361,Old Airport Road,2690.0,4.0,191.0,4
5362,Old Airport Road,2690.0,4.0,199.0,4
5363,Old Airport Road,1655.0,2.0,97.65,2
5364,Old Airport Road,1075.0,2.0,60.0,2
5365,Old Airport Road,1858.0,2.0,167.0,3
5366,Old Airport Road,1150.0,2.0,90.0,2
5367,Old Airport Road,2690.0,4.0,191.0,4
5368,Old Airport Road,2658.0,5.0,187.0,4
5369,Old Airport Road,946.0,2.0,58.0,2
5370,Old Airport Road,2774.0,4.0,208.0,4
5371,Old Airport Road,2774.0,4.0,208.0,4
5372,Old Airport Road,3200.0,4.0,280.0,4
5373,Old Airport Road,2690.0,4.0,201.0,4
5374,Old Airport Road,1145.0,2.0,75.0,2
5375,Old Airport Road,2732.0,4.0,194.0,4
5376,Old Airport Road,2658.0,5.0,189.0,4
5377,Old Airport Road,2774.0,4.0,197.0,4
5378,Old Airport Road,3496.0,4.0,262.0,4
5379,Old Airport Road,2774.0,4.0,197.0,4
5380,Old Airport Road,2732.0,4.0,204.0,4
5381,Old Airport Road,1798.0,3.0,150.0,3
5382,Old Airport Road,2774.0,4.0,208.0,4
5383,Old Airport Road,1184.0,2.0,78.0,2
5384,Old Airport Road,3504.0,4.0,262.0,4
5385,Old Airport Road,1055.0,2.0,75.0,2
5386,Old Madras Road,1425.0,2.0,94.0,3
5387,Old Madras Road,3630.0,6.0,224.5,4
5388,Old Madras Road,3630.0,6.0,195.0,4
5389,Old Madras Road,1350.0,3.0,58.99,3
5390,Old Madras Road,935.0,2.0,45.0,2
5391,Old Madras Road,3630.0,6.0,200.5,4
5392,Old Madras Road,1720.0,3.0,100.0,3
5393,Old Madras Road,1200.0,2.0,72.0,2
5394,Old Madras Road,1225.0,2.0,53.55,2
5395,Old Madras Road,1100.0,2.0,70.0,2
5396,Old Madras Road,2760.0,5.0,157.0,3
5397,Old Madras Road,1171.0,2.0,75.0,2
5398,Old Madras Road,935.0,2.0,45.0,2
5399,Old Madras Road,4500.0,7.0,294.0,5
5400,Old Madras Road,2640.0,5.0,142.0,3
5401,Old Madras Road,1065.0,2.0,47.86,2
5402,Old Madras Road,2010.0,3.0,125.0,4
5403,Old Madras Road,2010.0,3.0,115.0,4
5404,Old Madras Road,1480.0,2.0,84.0,3
5405,Old Madras Road,2990.0,5.0,210.0,3
5406,Old Madras Road,1210.0,2.0,74.0,2
5407,Old Madras Road,1171.0,2.0,72.0,2
5408,Old Madras Road,3630.0,6.0,196.0,4
5409,Old Madras Road,1480.0,3.0,95.0,3
5410,Old Madras Road,1425.0,2.0,74.31,3
5411,Old Madras Road,1210.0,2.0,80.0,2
5412,Old Madras Road,1859.0,3.0,121.0,3
5413,Old Madras Road,2990.0,5.0,173.0,3
5414,Old Madras Road,4000.0,4.0,225.0,4
5415,Old Madras Road,3900.0,4.0,175.0,4
5416,Old Madras Road,2300.0,3.0,142.0,3
5417,Old Madras Road,3630.0,6.0,207.0,4
5418,Old Madras Road,1210.0,2.0,80.0,2
5419,Old Madras Road,1210.0,2.0,77.0,2
5420,Old Madras Road,4500.0,7.0,287.0,5
5421,Old Madras Road,3630.0,6.0,212.5,4
5422,Old Madras Road,1330.0,2.0,74.0,2
5423,Old Madras Road,1720.0,3.0,106.0,3
5424,Old Madras Road,2640.0,5.0,150.0,3
5425,Old Madras Road,2990.0,3.0,170.0,3
5426,Old Madras Road,1530.0,3.0,76.34,3
5427,Old Madras Road,1171.0,2.0,73.0,2
5428,Old Madras Road,1630.0,3.0,110.0,3
5429,Old Madras Road,1165.0,2.0,52.0,2
5430,Old Madras Road,2640.0,2.0,170.0,2
5431,Old Madras Road,1165.0,2.0,51.42,2
5432,Padmanabhanagar,1020.0,2.0,63.0,2
5433,Padmanabhanagar,1176.0,2.0,62.0,2
5434,Padmanabhanagar,1258.0,2.0,115.0,2
5435,Padmanabhanagar,1708.0,2.0,90.5,3
5436,Padmanabhanagar,1100.0,2.0,65.0,2
5437,Padmanabhanagar,3400.0,3.0,210.0,4
5438,Padmanabhanagar,1531.0,2.0,75.0,3
5439,Padmanabhanagar,1400.0,3.0,65.0,3
5440,Padmanabhanagar,1360.0,2.0,75.0,3
5441,Padmanabhanagar,4500.0,4.0,360.0,3
5442,Padmanabhanagar,1200.0,2.0,60.0,2
5443,Padmanabhanagar,1710.0,2.0,90.63,3
5444,Padmanabhanagar,1000.0,1.0,90.0,2
5445,Padmanabhanagar,1067.0,2.0,52.0,2
5446,Padmanabhanagar,1250.0,2.0,70.0,3
5447,Padmanabhanagar,1350.0,3.0,71.55,3
5448,Padmanabhanagar,1360.0,3.0,75.0,3
5449,Padmanabhanagar,1100.0,2.0,60.0,2
5450,Padmanabhanagar,2051.0,3.0,180.0,3
5451,Padmanabhanagar,2051.0,3.0,170.0,3
5452,Pai Layout,1006.0,2.0,35.0,2
5453,Pai Layout,1550.0,2.0,90.0,3
5454,Pai Layout,1050.0,2.0,40.0,2
5455,Pai Layout,1400.0,2.0,67.0,3
5456,Pai Layout,1100.0,2.0,50.0,2
5457,Pai Layout,1255.0,2.0,80.0,2
5458,Pai Layout,1075.0,2.0,35.0,2
5459,Pai Layout,1400.0,2.0,57.5,2
5460,Pai Layout,1175.0,2.0,60.0,2
5461,Pai Layout,810.0,2.0,34.5,2
5462,Pai Layout,1000.0,2.0,34.0,2
5463,Pai Layout,1000.0,2.0,42.0,2
5464,Pai Layout,3800.0,6.0,175.0,6
5465,Pai Layout,1068.0,2.0,48.0,2
5466,Pai Layout,1510.0,2.0,65.0,3
5467,Pai Layout,1500.0,2.0,58.0,3
5468,Pai Layout,1600.0,2.0,65.0,3
5469,Panathur,1359.0,2.0,87.0,2
5470,Panathur,1438.0,2.0,100.0,2
5471,Panathur,1688.0,3.0,118.0,3
5472,Panathur,1695.0,3.0,90.0,3
5473,Panathur,1198.0,2.0,77.0,2
5474,Panathur,1180.0,2.0,70.0,2
5475,Panathur,1546.0,3.0,99.0,3
5476,Panathur,1370.0,2.0,75.0,3
5477,Panathur,1000.0,2.0,65.3,2
5478,Panathur,1109.0,2.0,63.0,2
5479,Panathur,1000.0,2.0,68.0,2
5480,Panathur,1255.0,2.0,79.0,2
5481,Panathur,1205.0,2.0,62.9,2
5482,Panathur,1198.0,2.0,82.0,2
5483,Panathur,1235.0,2.0,65.0,2
5484,Panathur,1210.0,2.0,80.0,2
5485,Panathur,1210.0,2.0,77.0,2
5486,Panathur,661.0,1.0,40.0,1
5487,Panathur,1210.0,2.0,78.0,2
5488,Panathur,1861.0,3.0,92.0,3
5489,Panathur,1050.0,2.0,60.0,2
5490,Panathur,1398.0,2.0,97.0,2
5491,Panathur,1065.0,2.0,58.0,2
5492,Panathur,1007.0,2.0,64.0,2
5493,Panathur,1210.0,2.0,77.93,2
5494,Panathur,1230.0,2.0,80.0,2
5495,Panathur,980.0,2.0,57.0,2
5496,Panathur,1075.0,2.0,60.0,2
5497,Panathur,1210.0,2.0,69.0,2
5498,Panathur,1343.0,2.0,76.0,2
5499,Parappana Agrahara,1194.0,2.0,47.0,2
5500,Parappana Agrahara,1194.0,2.0,47.0,2
5501,Parappana Agrahara,1194.0,2.0,46.0,2
5502,Parappana Agrahara,1194.0,2.0,47.0,2
5503,Parappana Agrahara,1194.0,2.0,46.0,2
5504,Parappana Agrahara,1194.0,2.0,47.0,2
5505,Parappana Agrahara,1194.0,2.0,47.0,2
5506,Parappana Agrahara,1092.0,2.0,43.0,2
5507,Parappana Agrahara,1194.0,2.0,45.0,2
5508,Parappana Agrahara,1200.0,1.0,45.0,1
5509,Parappana Agrahara,1194.0,2.0,46.0,2
5510,Parappana Agrahara,1194.0,2.0,47.0,2
5511,Parappana Agrahara,1194.0,2.0,47.0,2
5512,Parappana Agrahara,1194.0,2.0,46.0,2
5513,Parappana Agrahara,1194.0,2.0,46.0,2
5514,Pattandur Agrahara,1550.0,2.0,80.0,3
5515,Pattandur Agrahara,1025.0,2.0,44.5,2
5516,Pattandur Agrahara,1247.0,2.0,59.8,2
5517,Pattandur Agrahara,900.0,2.0,42.0,2
5518,Pattandur Agrahara,1302.0,2.0,66.0,2
5519,Pattandur Agrahara,1550.0,2.0,80.0,3
5520,Pattandur Agrahara,1247.0,2.0,62.35,2
5521,Pattandur Agrahara,1350.0,2.0,68.0,2
5522,Poorna Pragna Layout,920.0,2.0,39.55,2
5523,Poorna Pragna Layout,1475.0,2.0,58.99,3
5524,Poorna Pragna Layout,1270.0,2.0,50.79,3
5525,Poorna Pragna Layout,1160.0,2.0,46.39,2
5526,Poorna Pragna Layout,1270.0,2.0,50.79,3
5527,Poorna Pragna Layout,1270.0,2.0,50.79,3
5528,Poorna Pragna Layout,965.0,2.0,48.0,2
5529,Poorna Pragna Layout,1355.0,2.0,58.25,3
5530,Poorna Pragna Layout,1355.0,2.0,58.27,3
5531,Poorna Pragna Layout,1475.0,2.0,58.99,3
5532,Poorna Pragna Layout,1270.0,2.0,50.79,3
5533,Poorna Pragna Layout,1160.0,2.0,46.39,2
5534,Poorna Pragna Layout,1270.0,2.0,50.79,3
5535,Poorna Pragna Layout,1160.0,2.0,46.39,2
5536,Poorna Pragna Layout,1475.0,2.0,58.99,3
5537,Poorna Pragna Layout,1270.0,2.0,50.79,3
5538,Poorna Pragna Layout,960.0,2.0,50.0,2
5539,Poorna Pragna Layout,1270.0,2.0,50.79,3
5540,Prithvi Layout,2028.0,4.0,162.0,4
5541,Prithvi Layout,1352.0,2.0,87.5,2
5542,Prithvi Layout,1190.0,2.0,68.0,2
5543,Prithvi Layout,1352.0,2.0,85.0,2
5544,Prithvi Layout,1352.0,2.0,75.0,2
5545,Prithvi Layout,2273.0,4.0,220.0,3
5546,Prithvi Layout,1352.0,3.0,93.0,2
5547,Prithvi Layout,2273.0,4.0,192.0,3
5548,Prithvi Layout,1352.0,2.0,72.0,2
5549,Prithvi Layout,2100.0,3.0,125.0,3
5550,R.T. Nagar,1500.0,4.0,70.0,4
5551,R.T. Nagar,1200.0,2.0,120.0,2
5552,R.T. Nagar,1560.0,3.0,85.0,3
5553,R.T. Nagar,1040.0,2.0,46.0,2
5554,R.T. Nagar,1200.0,2.0,45.0,2
5555,R.T. Nagar,1235.0,2.0,65.0,2
5556,R.T. Nagar,1140.0,3.0,130.0,3
5557,R.T. Nagar,970.0,2.0,55.0,2
5558,R.T. Nagar,1560.0,3.0,125.0,3
5559,R.T. Nagar,1200.0,2.0,60.0,2
5560,R.T. Nagar,1680.0,3.0,72.0,3
5561,R.T. Nagar,1400.0,2.0,78.0,3
5562,R.T. Nagar,1200.0,3.0,140.0,3
5563,R.T. Nagar,1100.0,3.0,125.0,2
5564,R.T. Nagar,1150.0,2.0,72.0,2
5565,R.T. Nagar,1500.0,4.0,185.0,4
5566,R.T. Nagar,3600.0,8.0,165.0,9
5567,R.T. Nagar,1080.0,2.0,48.0,2
5568,R.T. Nagar,1325.0,2.0,52.0,2
5569,R.T. Nagar,1800.0,3.0,120.0,4
5570,R.T. Nagar,1300.0,3.0,145.0,3
5571,R.T. Nagar,1500.0,2.0,70.0,3
5572,R.T. Nagar,1100.0,2.0,85.0,2
5573,R.T. Nagar,1667.0,3.0,130.0,3
5574,Rachenahalli,1050.0,2.0,52.07,2
5575,Rachenahalli,1530.0,2.0,74.5,3
5576,Rachenahalli,1050.0,2.0,55.5,2
5577,Rachenahalli,1530.0,2.0,74.4,3
5578,Rachenahalli,1050.0,2.0,53.5,2
5579,Rachenahalli,1530.0,2.0,74.39,3
5580,Rachenahalli,1220.0,2.0,59.5,2
5581,Rachenahalli,1050.0,2.0,52.5,2
5582,Rachenahalli,1550.0,3.0,73.5,3
5583,Rachenahalli,1050.0,2.0,52.1,2
5584,Rachenahalli,1050.0,2.0,53.5,2
5585,Rachenahalli,1113.0,2.0,55.0,2
5586,Rachenahalli,3657.0,5.0,220.0,4
5587,Rachenahalli,1550.0,3.0,74.5,3
5588,Rachenahalli,1530.0,2.0,74.4,3
5589,Rachenahalli,1530.0,2.0,74.5,3
5590,Rachenahalli,660.0,1.0,32.64,1
5591,Rachenahalli,385.0,1.0,19.8,1
5592,Rachenahalli,1050.0,2.0,52.5,2
5593,Rachenahalli,1550.0,3.0,72.5,3
5594,Rachenahalli,1530.0,2.0,74.4,3
5595,Rachenahalli,690.0,1.0,39.8,1
5596,Rachenahalli,1050.0,2.0,47.25,2
5597,Rachenahalli,1050.0,2.0,55.5,2
5598,Rachenahalli,985.0,2.0,49.97,2
5599,Rachenahalli,1050.0,2.0,52.5,2
5600,Rachenahalli,1050.0,2.0,52.08,2
5601,Rachenahalli,1550.0,3.0,72.5,3
5602,Rachenahalli,1050.0,2.0,52.07,2
5603,Rachenahalli,1530.0,2.0,74.4,3
5604,Rachenahalli,1050.0,2.0,52.08,2
5605,Rachenahalli,985.0,2.0,49.97,2
5606,Rachenahalli,1856.0,3.0,106.0,3
5607,Rachenahalli,1050.0,2.0,52.5,2
5608,Rachenahalli,985.0,2.0,50.17,2
5609,Rachenahalli,2600.0,3.0,160.0,3
5610,Rachenahalli,1550.0,3.0,68.5,3
5611,Rachenahalli,1550.0,2.0,73.5,3
5612,Rachenahalli,985.0,2.0,50.17,2
5613,Rachenahalli,1050.0,2.0,52.71,2
5614,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3
5615,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
5616,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5617,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5618,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5619,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5620,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5621,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5622,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5623,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5624,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5625,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5626,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5627,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5628,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5629,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5630,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5631,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5632,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
5633,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5634,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5635,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5636,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5637,Raja Rajeshwari Nagar,1530.0,3.0,57.0,3
5638,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3
5639,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5640,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5641,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5642,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5643,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5644,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5645,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5646,Raja Rajeshwari Nagar,1530.0,3.0,51.87,3
5647,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5648,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5649,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5650,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
5651,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
5652,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5653,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5654,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
5655,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5656,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5657,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5658,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5659,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5660,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3
5661,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5662,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5663,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
5664,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5665,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5666,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5667,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5668,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5669,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5670,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5671,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5672,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5673,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5674,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5675,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5676,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5677,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5678,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5679,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5680,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
5681,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5682,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5683,Raja Rajeshwari Nagar,1430.0,2.0,50.0,3
5684,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5685,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5686,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5687,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5688,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5689,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5690,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5691,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5692,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3
5693,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5694,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5695,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
5696,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5697,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5698,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5699,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5700,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5701,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3
5702,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5703,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5704,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5705,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5706,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3
5707,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5708,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3
5709,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5710,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5711,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5712,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5713,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
5714,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5715,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5716,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3
5717,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3
5718,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5719,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5720,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5721,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5722,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5723,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5724,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
5725,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3
5726,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
5727,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
5728,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
5729,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
5730,Raja Rajeshwari Nagar,1608.0,3.0,54.51,3
5731,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5732,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3
5733,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5734,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5735,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
5736,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5737,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
5738,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5739,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
5740,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5741,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
5742,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5743,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3
5744,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5745,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
5746,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5747,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
5748,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
5749,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
5750,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5751,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
5752,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
5753,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
5754,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
5755,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5756,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
5757,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
